sex,age,height,weight,year,season,sport,event,medal
M,39,170,72,1976,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
M,31,182,70,1976,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
F,19,173,66,1972,Summer,Swimming,Swimming Women's 200 metres Breaststroke,Silver
M,23,169,64,1980,Summer,Hockey,Hockey Men's Hockey,Gold
F,23,180,93,1980,Summer,Athletics,Athletics Women's Shot Put,Gold
M,21,191,79,1952,Summer,Swimming,Swimming Men's 100 metres Freestyle,Gold
M,18,180,79,1964,Summer,Swimming,Swimming Men's 100 metres Freestyle,Gold
M,18,180,79,1964,Summer,Swimming,Swimming Men's 400 metres Freestyle,Gold
M,18,180,79,1964,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
M,18,180,79,1964,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
M,22,180,79,1968,Summer,Swimming,Swimming Men's 200 metres Freestyle,Silver
M,22,180,79,1968,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
M,22,180,79,1968,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
M,22,180,79,1968,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
F,15,167,57,1980,Summer,Swimming,Swimming Women's 200 metres Butterfly,Silver
M,29,175,77,1968,Summer,Sailing,Sailing Mixed Three Person Keelboat,Gold
M,28,190,90,1972,Summer,Rowing,Rowing Men's Coxed Eights,Bronze
M,24,184,84,1968,Summer,Rowing,Rowing Men's Coxed Eights,Gold
M,27,178,62,1964,Summer,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver
M,27,178,62,1964,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
M,31,178,62,1968,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
M,24,191,94,1964,Summer,Rowing,Rowing Men's Coxed Eights,Silver
M,27,180,78,1960,Summer,Rowing,Rowing Men's Coxed Eights,Gold
F,19,181,71,1980,Summer,Rowing,Rowing Women's Single Sculls,Bronze
M,25,187,83,1968,Summer,Rowing,Rowing Men's Coxless Fours,Gold
M,29,187,83,1972,Summer,Rowing,Rowing Men's Coxless Fours,Gold
M,27,184,66,1964,Summer,Athletics,"Athletics Men's 5,000 metres",Gold
M,23,171,70,1972,Summer,Football,Football Men's Football,Bronze
F,17,167,63,1960,Summer,Swimming,Swimming Women's 100 metres Butterfly,Gold
F,17,167,63,1960,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
M,22,178,75,1964,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
F,23,184,72,1980,Summer,Volleyball,Volleyball Women's Volleyball,Silver
M,34,180,75,1972,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
M,38,180,75,1976,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Bronze
M,38,180,75,1976,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
M,24,188,86,1976,Summer,Rowing,Rowing Men's Coxed Fours,Silver
M,29,193,81,1972,Summer,Volleyball,Volleyball Men's Volleyball,Silver
M,26,178,75,1964,Summer,Boxing,Boxing Men's Middleweight,Silver
M,33,173,71,1964,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
M,29,168,57,1964,Summer,Boxing,Boxing Men's Featherweight,Bronze
M,26,182,87,1964,Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
M,23,183,78,1972,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
M,27,183,78,1976,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
M,22,181,80,1972,Summer,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Silver
M,22,188,94,1976,Summer,Sailing,Sailing Mixed One Person Dinghy,Gold
M,25,184,82,1972,Summer,Volleyball,Volleyball Men's Volleyball,Silver
M,25,175,73,1956,Summer,Cycling,"Cycling Men's Road Race, Team",Bronze
M,29,175,73,1960,Summer,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
F,21,179,76,1980,Summer,Rowing,Rowing Women's Coxed Eights,Gold
M,21,187,87,1972,Summer,Cycling,"Cycling Men's 1,000 metres Time Trial",Bronze
M,22,186,81,1964,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
M,39,168,59,1936,Summer,Athletics,Athletics Men's 50 kilometres Walk,Silver
M,24,187,87,1964,Summer,Rowing,Rowing Men's Coxless Pairs,Bronze
F,20,161,60,1972,Summer,Fencing,"Fencing Women's Foil, Team",Silver
F,24,161,60,1976,Summer,Fencing,"Fencing Women's Foil, Individual",Gold
F,24,161,60,1976,Summer,Fencing,"Fencing Women's Foil, Team",Bronze
F,28,161,60,1980,Summer,Fencing,"Fencing Women's Foil, Team",Bronze
M,25,172,53,1972,Summer,Rowing,Rowing Men's Coxed Eights,Bronze
M,47,180,75,1960,Summer,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Silver
M,23,165,58,1952,Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver
F,23,174,79,1976,Summer,Rowing,Rowing Women's Coxed Fours,Gold
F,21,164,53,1980,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
M,22,182,77,1964,Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
M,30,182,77,1972,Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
M,19,196,82,1968,Summer,Basketball,Basketball Men's Basketball,Gold
M,23,183,77,1948,Summer,Athletics,Athletics Men's 110 metres Hurdles,Silver
F,21,170,61,1956,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
M,39,183,77,1964,Summer,Sailing,Sailing Mixed 5.5 metres,Bronze
M,21,183,80,1968,Summer,Athletics,Athletics Men's Pole Vault,Gold
M,25,183,80,1972,Summer,Athletics,Athletics Men's Pole Vault,Silver
M,19,183,63,1972,Summer,Boxing,Boxing Men's Light-Welterweight,Gold
F,17,172,59,1956,Summer,Swimming,Swimming Women's 100 metres Butterfly,Bronze
F,18,158,52,1964,Summer,Gymnastics,Gymnastics Women's Team All-Around,Silver
M,22,178,71,1964,Summer,Football,Football Men's Football,Bronze
M,21,174,68,1972,Summer,Cycling,"Cycling Men's Road Race, Individual",Silver
M,23,179,67,1960,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
M,27,172,75,1972,Summer,Wrestling,"Wrestling Men's Welterweight, Freestyle",Bronze
M,31,172,75,1976,Summer,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze
M,26,178,75,1972,Summer,Football,Football Men's Football,Bronze
F,17,167,52,1972,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
M,25,180,71,1968,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze
M,28,174,78,1976,Summer,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",Bronze
F,23,166,55,1972,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
M,24,170,66,1972,Summer,Hockey,Hockey Men's Hockey,Gold
M,20,170,56,1956,Summer,Rowing,Rowing Men's Coxed Pairs,Gold
M,22,161,52,1960,Summer,Wrestling,"Wrestling Men's Flyweight, Freestyle",Bronze
M,21,172,74,1980,Summer,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze
M,28,173,80,1972,Summer,Judo,Judo Men's Middleweight,Gold
M,28,177,69,1960,Summer,Modern Pentathlon,Modern Pentathlon Men's Team,Silver
M,25,185,82,1968,Summer,Basketball,Basketball Men's Basketball,Bronze
M,26,155,52,1980,Summer,Wrestling,"Wrestling Men's Flyweight, Freestyle",Bronze
M,30,164,83,1968,Summer,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold
M,23,194,97,1976,Summer,Volleyball,Volleyball Men's Volleyball,Silver
M,27,194,97,1980,Summer,Volleyball,Volleyball Men's Volleyball,Gold
M,20,180,139,1952,Summer,Weightlifting,Weightlifting Men's Heavyweight,Bronze
M,24,180,139,1956,Summer,Weightlifting,Weightlifting Men's Heavyweight,Silver
M,24,187,93,1976,Summer,Rowing,Rowing Men's Coxed Fours,Gold
M,27,185,82,1980,Summer,Football,Football Men's Football,Gold
M,22,180,80,1972,Summer,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold
M,25,169,67,1972,Summer,Football,Football Men's Football,Bronze
M,22,179,107,1976,Summer,Weightlifting,Weightlifting Men's Heavyweight,Silver
M,18,165,52,1968,Summer,Rowing,Rowing Men's Coxed Fours,Silver
F,24,210,128,1976,Summer,Basketball,Basketball Women's Basketball,Gold
F,28,210,128,1980,Summer,Basketball,Basketball Women's Basketball,Gold
M,24,190,94,1976,Summer,Rowing,Rowing Men's Coxless Fours,Gold
M,28,190,94,1980,Summer,Rowing,Rowing Men's Coxless Fours,Gold
M,23,192,88,1956,Summer,Basketball,Basketball Men's Basketball,Silver
M,26,192,88,1960,Summer,Basketball,Basketball Men's Basketball,Silver
M,22,184,78,1960,Summer,Water Polo,Water Polo Men's Water Polo,Silver
M,26,184,78,1964,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
M,30,184,78,1968,Summer,Water Polo,Water Polo Men's Water Polo,Silver
F,22,179,76,1980,Summer,Rowing,Rowing Women's Coxed Fours,Bronze
M,23,162,66,1976,Summer,Weightlifting,Weightlifting Men's Lightweight,Silver
M,40,181,98,1964,Summer,Shooting,Shooting Men's Trap,Silver
M,30,180,77,1976,Summer,Fencing,"Fencing Men's Foil, Team",Gold
F,20,178,69,1980,Summer,Rowing,Rowing Women's Coxed Quadruple Sculls,Bronze
M,20,180,76,1964,Summer,Cycling,"Cycling Men's 1,000 metres Time Trial",Gold
M,22,181,73,1980,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
F,30,164,66,1960,Summer,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Gold
F,30,164,66,1960,Summer,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold
F,38,164,66,1968,Summer,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
M,34,153,48,1980,Summer,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Bronze
M,24,184,74,1976,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Bronze
M,19,191,88,1964,Summer,Basketball,Basketball Men's Basketball,Bronze
M,24,161,57,1980,Summer,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Gold
F,22,172,75,1976,Summer,Rowing,Rowing Women's Coxed Fours,Bronze
M,22,160,63.5,1980,Summer,Weightlifting,Weightlifting Men's Featherweight,Bronze
M,26,174,68,1960,Summer,Athletics,Athletics Men's 200 metres,Bronze
M,27,185,87,1948,Summer,Athletics,Athletics Men's Javelin Throw,Silver
M,25,175,62,1968,Summer,Wrestling,"Wrestling Men's Featherweight, Freestyle",Bronze
M,19,187,84,1956,Summer,Rowing,Rowing Men's Coxed Fours,Gold
M,23,187,84,1960,Summer,Rowing,Rowing Men's Coxed Fours,Bronze
F,32,162,57,1976,Summer,Handball,Handball Women's Handball,Gold
M,21,178,74,1980,Summer,Water Polo,Water Polo Men's Water Polo,Gold
M,20,160,66,1980,Summer,Hockey,Hockey Men's Hockey,Gold
M,24,171,71,1956,Summer,Gymnastics,Gymnastics Men's Team All-Around,Gold
M,24,171,71,1956,Summer,Gymnastics,Gymnastics Men's Pommelled Horse,Gold
M,28,171,71,1960,Summer,Gymnastics,Gymnastics Men's Individual All-Around,Gold
M,28,171,71,1960,Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver
M,28,171,71,1960,Summer,Gymnastics,Gymnastics Men's Horse Vault,Gold
M,28,171,71,1960,Summer,Gymnastics,Gymnastics Men's Parallel Bars,Gold
M,28,171,71,1960,Summer,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze
M,28,171,71,1960,Summer,Gymnastics,Gymnastics Men's Rings,Silver
M,28,171,71,1960,Summer,Gymnastics,Gymnastics Men's Pommelled Horse,Gold
M,32,171,71,1964,Summer,Gymnastics,Gymnastics Men's Individual All-Around,Silver
M,32,171,71,1964,Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver
M,32,171,71,1964,Summer,Gymnastics,Gymnastics Men's Horizontal Bar,Gold
M,32,171,71,1964,Summer,Gymnastics,Gymnastics Men's Rings,Bronze
M,25,159,57,1956,Summer,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Bronze
M,28,172,78,1960,Summer,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Gold
M,31,158,60,1968,Summer,Weightlifting,Weightlifting Men's Featherweight,Silver
M,35,158,60,1972,Summer,Weightlifting,Weightlifting Men's Featherweight,Silver
M,23,193,79,1956,Summer,Athletics,Athletics Men's 110 metres Hurdles,Bronze
M,22,189,85,1968,Summer,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Silver
M,22,189,85,1968,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
M,26,189,85,1972,Summer,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Gold
M,27,175,70,1972,Summer,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze
M,27,175,70,1972,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
M,27,195,81,1980,Summer,Rowing,Rowing Men's Quadruple Sculls,Silver
F,19,158,46,1980,Summer,Gymnastics,Gymnastics Women's Team All-Around,Gold
F,19,158,46,1980,Summer,Gymnastics,Gymnastics Women's Floor Exercise,Bronze
F,19,158,46,1980,Summer,Gymnastics,Gymnastics Women's Horse Vault,Gold
F,19,158,46,1980,Summer,Gymnastics,Gymnastics Women's Balance Beam,Bronze
M,24,169,59,1960,Summer,Hockey,Hockey Men's Hockey,Silver
F,24,183,77,1980,Summer,Basketball,Basketball Women's Basketball,Gold
M,21,189,96,1980,Summer,Water Polo,Water Polo Men's Water Polo,Gold
M,25,172,74,1964,Summer,Fencing,"Fencing Men's Foil, Team",Gold
M,29,172,74,1968,Summer,Fencing,"Fencing Men's Foil, Team",Silver
M,29,174,84,1976,Summer,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold
M,24,172,78,1956,Summer,Boxing,Boxing Men's Middleweight,Gold
M,27,186,80,1960,Summer,Athletics,Athletics Men's High Jump,Gold
M,23,181,76,1980,Summer,Football,Football Men's Football,Bronze
M,35,182,71,1972,Summer,Sailing,Sailing Mixed Three Person Keelboat,Gold
M,18,188,89,1976,Summer,Swimming,Swimming Men's 400 metres Freestyle,Silver
M,18,188,89,1976,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
F,27,168,58,1964,Summer,Athletics,Athletics Women's Long Jump,Bronze
M,25,178,73,1952,Summer,Athletics,Athletics Men's Triple Jump,Silver
F,25,178,67,1976,Summer,Volleyball,Volleyball Women's Volleyball,Silver
M,20,168,59,1972,Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver
F,28,168,64,1956,Summer,Fencing,"Fencing Women's Foil, Individual",Gold
M,25,175,73,1972,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
M,21,178,69,1952,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
M,22,165,85,1972,Summer,Hockey,Hockey Men's Hockey,Silver
M,23,172,74,1972,Summer,Hockey,Hockey Men's Hockey,Silver
M,27,172,74,1976,Summer,Hockey,Hockey Men's Hockey,Bronze
M,23,183,80,1980,Summer,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold
M,16,186,71,1980,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
M,24,170,90,1956,Summer,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver
M,22,198,95,1976,Summer,Basketball,Basketball Men's Basketball,Gold
F,18,171,59,1964,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
F,24,175,74,1976,Summer,Handball,Handball Women's Handball,Gold
F,28,175,74,1980,Summer,Handball,Handball Women's Handball,Gold
M,21,183,73,1972,Summer,Hockey,Hockey Men's Hockey,Silver
M,25,183,73,1976,Summer,Hockey,Hockey Men's Hockey,Bronze
M,23,187,83,1968,Summer,Athletics,Athletics Men's 400 metres Hurdles,Bronze
F,23,165,61,1964,Summer,Volleyball,Volleyball Women's Volleyball,Gold
M,27,180,82,1968,Summer,Water Polo,Water Polo Men's Water Polo,Silver
M,31,180,82,1972,Summer,Water Polo,Water Polo Men's Water Polo,Gold
F,16,170,60,1968,Summer,Swimming,Swimming Women's 100 metres Butterfly,Bronze
F,16,170,60,1968,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
F,23,172,63,1972,Summer,Volleyball,Volleyball Women's Volleyball,Silver
M,19,184,78,1968,Summer,Volleyball,Volleyball Men's Volleyball,Silver
M,23,184,78,1972,Summer,Volleyball,Volleyball Men's Volleyball,Gold
M,21,172,60,1960,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
M,22,183,75,1976,Summer,Athletics,Athletics Men's 400 metres Hurdles,Silver
F,19,171,65,1964,Summer,Volleyball,Volleyball Women's Volleyball,Gold
F,21,172,64,1972,Summer,Volleyball,Volleyball Women's Volleyball,Silver
M,29,198,89,1964,Summer,Basketball,Basketball Men's Basketball,Gold
M,19,185,73,1960,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
M,24,175,70,1968,Summer,Volleyball,Volleyball Men's Volleyball,Silver
F,20,180,72,1972,Summer,Volleyball,Volleyball Women's Volleyball,Silver
F,24,180,72,1976,Summer,Volleyball,Volleyball Women's Volleyball,Gold
F,25,147,47,1964,Summer,Gymnastics,Gymnastics Women's Team All-Around,Bronze
M,25,190,86,1968,Summer,Rowing,Rowing Men's Coxed Eights,Silver
F,21,164,56,1960,Summer,Athletics,Athletics Women's High Jump,Silver
F,22,179,72,1968,Summer,Volleyball,Volleyball Women's Volleyball,Silver
F,20,158,54,1960,Summer,Fencing,"Fencing Women's Foil, Team",Gold
F,24,158,54,1964,Summer,Fencing,"Fencing Women's Foil, Team",Silver
M,25,187,83,1972,Summer,Modern Pentathlon,Modern Pentathlon Men's Team,Gold
M,24,178,75,1964,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
M,20,177,90,1972,Summer,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver
M,24,177,90,1976,Summer,Weightlifting,Weightlifting Men's Middle-Heavyweight,Bronze
M,24,178,61,1972,Summer,Athletics,Athletics Men's Marathon,Gold
M,28,178,61,1976,Summer,Athletics,Athletics Men's Marathon,Silver
F,16,178,63,1972,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
F,19,169,55,1956,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
F,25,177,73,1976,Summer,Basketball,Basketball Women's Basketball,Bronze
F,21,172,59,1976,Summer,Athletics,Athletics Women's 800 metres,Silver
F,27,166,66,1976,Summer,Handball,Handball Women's Handball,Gold
F,30,167,65,1960,Summer,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold
M,25,176,72,1972,Summer,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold
M,27,152,48,1976,Summer,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Gold
M,26,195,90,1976,Summer,Rowing,Rowing Men's Coxed Pairs,Silver
M,36,171,73,1960,Summer,Sailing,Sailing Mixed Two Person Keelboat,Gold
F,23,175,67,1976,Summer,Basketball,Basketball Women's Basketball,Gold
F,27,175,67,1980,Summer,Basketball,Basketball Women's Basketball,Gold
F,19,152,50,1980,Summer,Hockey,Hockey Women's Hockey,Bronze
M,27,183,77,1936,Summer,Basketball,Basketball Men's Basketball,Gold
M,22,197,100,1964,Summer,Volleyball,Volleyball Men's Volleyball,Gold
M,26,197,100,1968,Summer,Volleyball,Volleyball Men's Volleyball,Gold
M,25,177,73,1948,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
F,25,168,64,1964,Summer,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
M,23,190,84,1980,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
F,22,170,67,1976,Summer,Fencing,"Fencing Women's Foil, Team",Gold
F,26,170,67,1980,Summer,Fencing,"Fencing Women's Foil, Team",Silver
M,24,176,76,1968,Summer,Fencing,"Fencing Men's Sabre, Team",Gold
M,28,176,76,1972,Summer,Fencing,"Fencing Men's Sabre, Individual",Gold
M,28,176,76,1972,Summer,Fencing,"Fencing Men's Sabre, Team",Silver
M,32,176,76,1976,Summer,Fencing,"Fencing Men's Sabre, Individual",Bronze
M,32,176,76,1976,Summer,Fencing,"Fencing Men's Sabre, Team",Gold
M,36,176,76,1980,Summer,Fencing,"Fencing Men's Sabre, Team",Gold
M,23,182,93,1956,Summer,Athletics,Athletics Men's Javelin Throw,Silver
M,24,193,90,1968,Summer,Rowing,Rowing Men's Coxed Eights,Gold
M,21,185,106,1976,Summer,Athletics,Athletics Men's Hammer Throw,Gold
M,25,185,106,1980,Summer,Athletics,Athletics Men's Hammer Throw,Gold
F,22,160,66,1976,Summer,Handball,Handball Women's Handball,Silver
F,21,174,60,1976,Summer,Athletics,Athletics Women's Pentathlon,Gold
M,23,189,85,1960,Summer,Boxing,Boxing Men's Heavyweight,Bronze
F,19,163,57,1976,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
M,27,183,87,1976,Summer,Athletics,Athletics Men's Javelin Throw,Silver
M,23,182,75,1980,Summer,Boxing,Boxing Men's Middleweight,Bronze
F,26,167,49,1968,Summer,Athletics,Athletics Women's 800 metres,Silver
M,32,187,78,1960,Summer,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Silver
M,29,176,79.5,1952,Summer,Boxing,Boxing Men's Light-Heavyweight,Bronze
M,28,169,63,1960,Summer,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Gold
F,17,156,44,1976,Summer,Rowing,Rowing Women's Coxed Eights,Bronze
M,24,198,105,1968,Summer,Basketball,Basketball Men's Basketball,Gold
M,21,177,80,1972,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
M,25,177,80,1976,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
M,34,167,62,1936,Summer,Equestrianism,"Equestrianism Men's Jumping, Team",Bronze
M,46,167,62,1948,Summer,Equestrianism,"Equestrianism Men's Dressage, Team",Bronze
M,34,191,114,1972,Summer,Athletics,Athletics Men's Discus Throw,Silver
M,26,165,75,1972,Summer,Weightlifting,Weightlifting Men's Middleweight,Bronze
M,24,189,81,1960,Summer,Athletics,Athletics Men's 100 metres,Silver
M,25,186,88,1964,Summer,Water Polo,Water Polo Men's Water Polo,Silver
M,27,182,82,1976,Summer,Water Polo,Water Polo Men's Water Polo,Silver
F,23,178,60,1976,Summer,Athletics,Athletics Women's High Jump,Silver
F,27,178,60,1980,Summer,Athletics,Athletics Women's High Jump,Gold
M,25,196,103,1980,Summer,Volleyball,Volleyball Men's Volleyball,Silver
M,29,180,88,1964,Summer,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold
M,33,180,88,1968,Summer,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Bronze
M,26,167,71,1976,Summer,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
M,24,175,72,1980,Summer,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
M,25,183,80,1948,Summer,Athletics,Athletics Men's Decathlon,Bronze
M,29,183,80,1952,Summer,Athletics,Athletics Men's Decathlon,Bronze
M,21,185,80,1964,Summer,Basketball,Basketball Men's Basketball,Bronze
M,22,186,85,1960,Summer,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Silver
M,24,183,114,1976,Summer,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Bronze
M,29,178,80,1976,Summer,Fencing,"Fencing Men's Foil, Team",Silver
M,20,182,76,1968,Summer,Cycling,Cycling Men's 100 kilometres Team Time Trial,Bronze
F,22,171,62,1948,Summer,Athletics,Athletics Women's Long Jump,Silver
F,20,166,65,1964,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
F,23,170,80,1976,Summer,Basketball,Basketball Women's Basketball,Silver
M,21,178,70,1968,Summer,Hockey,Hockey Men's Hockey,Bronze
M,25,178,70,1972,Summer,Hockey,Hockey Men's Hockey,Bronze
M,26,168,65,1968,Summer,Hockey,Hockey Men's Hockey,Bronze
M,23,178,73,1968,Summer,Hockey,Hockey Men's Hockey,Bronze
M,23,173,70,1968,Summer,Hockey,Hockey Men's Hockey,Bronze
M,29,175,58,1960,Summer,Hockey,Hockey Men's Hockey,Silver
M,33,175,58,1964,Summer,Hockey,Hockey Men's Hockey,Gold
M,26,170,72,1964,Summer,Hockey,Hockey Men's Hockey,Gold
M,27,175,73,1980,Summer,Hockey,Hockey Men's Hockey,Gold
M,26,170,65,1964,Summer,Hockey,Hockey Men's Hockey,Gold
M,20,171,65,1960,Summer,Hockey,Hockey Men's Hockey,Silver
M,24,171,65,1964,Summer,Hockey,Hockey Men's Hockey,Gold
M,24,173,68,1968,Summer,Hockey,Hockey Men's Hockey,Bronze
M,29,178,65,1964,Summer,Hockey,Hockey Men's Hockey,Gold
M,33,178,65,1968,Summer,Hockey,Hockey Men's Hockey,Bronze
M,20,170,62,1980,Summer,Hockey,Hockey Men's Hockey,Gold
M,21,174,60,1964,Summer,Hockey,Hockey Men's Hockey,Gold
M,25,174,60,1968,Summer,Hockey,Hockey Men's Hockey,Bronze
M,29,174,60,1972,Summer,Hockey,Hockey Men's Hockey,Bronze
M,22,175,68,1972,Summer,Hockey,Hockey Men's Hockey,Bronze
M,21,174,70,1968,Summer,Hockey,Hockey Men's Hockey,Bronze
M,25,174,70,1972,Summer,Hockey,Hockey Men's Hockey,Bronze
M,20,170,58,1964,Summer,Hockey,Hockey Men's Hockey,Gold
M,24,170,58,1968,Summer,Hockey,Hockey Men's Hockey,Bronze
M,29,185,77,1960,Summer,Hockey,Hockey Men's Hockey,Silver
M,23,172,70,1972,Summer,Hockey,Hockey Men's Hockey,Bronze
M,27,173,70,1972,Summer,Hockey,Hockey Men's Hockey,Bronze
M,28,175,71,1960,Summer,Hockey,Hockey Men's Hockey,Silver
M,32,175,71,1964,Summer,Hockey,Hockey Men's Hockey,Gold
M,36,175,71,1968,Summer,Hockey,Hockey Men's Hockey,Bronze
M,22,175,67,1980,Summer,Hockey,Hockey Men's Hockey,Gold
M,19,168,63,1980,Summer,Hockey,Hockey Men's Hockey,Gold
M,21,173,66,1968,Summer,Hockey,Hockey Men's Hockey,Bronze
M,23,168,58,1952,Summer,Hockey,Hockey Men's Hockey,Gold
M,28,168,58,1956,Summer,Hockey,Hockey Men's Hockey,Gold
M,32,168,58,1960,Summer,Hockey,Hockey Men's Hockey,Silver
M,36,168,58,1964,Summer,Hockey,Hockey Men's Hockey,Gold
M,25,160,58,1972,Summer,Hockey,Hockey Men's Hockey,Bronze
M,29,183,67,1956,Summer,Hockey,Hockey Men's Hockey,Gold
M,33,183,67,1960,Summer,Hockey,Hockey Men's Hockey,Silver
M,23,178,83,1980,Summer,Hockey,Hockey Men's Hockey,Gold
M,26,179,79,1952,Summer,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Gold
M,23,177,76,1960,Summer,Fencing,"Fencing Men's Foil, Individual",Silver
M,23,177,76,1960,Summer,Fencing,"Fencing Men's Foil, Team",Gold
M,27,177,76,1964,Summer,Fencing,"Fencing Men's Foil, Team",Gold
M,31,177,76,1968,Summer,Fencing,"Fencing Men's Foil, Team",Silver
